cds_code,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_source,level,total_enrollment,k8_enrollment,teachers_ft,teachers_pt,student_teacher_ratio,grades_used,school_shape,is_selectable,is_virtual,sector,status,grade_span_raw,slug
07617396170112,BUILDING Connections Academy Martinez,Martinez Unified,Contra Costa,07,,,,,,,,1,8,PSA enrollment by grade,k8,6,6,1,0,6.0,5,homeschool_shaped,False,False,private,Active,1-8,building-connections-academy-martinez-contra-costa
07617966967608,Bethel Christian Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,6,PSA enrollment by grade,elementary,33,33,2,1,11.0,7,micro,True,False,private,Active,K-6,bethel-christian-academy-contra-costa
07617966144810,Big Minds,West Contra Costa Unified,Contra Costa,07,,,,,,,,1,8,PSA enrollment by grade,k8,23,23,6,4,2.3,7,established,True,False,private,Active,1-8,big-minds-contra-costa
07617966166136,Big Minds Unschool Online,West Contra Costa Unified,Contra Costa,07,,,,,,,,2,8,PSA enrollment by grade,k8,21,21,6,1,3.0,7,micro,True,False,private,Active,2-8,big-minds-unschool-online-contra-costa
07618046153118,Blue Dot Academy,San Ramon Valley Unified,Contra Costa,07,,,,,,,,3,12,PSA enrollment by grade,middle_high,11,6,7,0,1.6,7,micro,True,False,private,Active,3-12,blue-dot-academy-contra-costa
07616556162192,Brentwood Prep,Brentwood Union,Contra Costa,07,,,,,,,,0,0,PSA enrollment by grade,elementary,14,14,0,3,4.7,1,micro,True,False,private,Active,K-K,brentwood-prep-contra-costa
07617546172621,Bridge Quest Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,5,11,PSA enrollment by grade,middle_high,7,5,2,0,3.5,5,homeschool_shaped,False,False,private,Active,5-11,bridge-quest-academy-contra-costa
07617546167514,Building Connections Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,1,7,PSA enrollment by grade,k8,6,6,4,0,1.5,4,micro,True,False,private,Active,1-7,building-connections-academy-contra-costa
07617546156822,CORE Education Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,3,8,PSA enrollment by grade,middle,50,50,6,2,6.2,6,established,True,False,private,Active,3-8,core-education-academy-contra-costa
07618127092208,Cedar Life Academy,Walnut Creek Elementary,Contra Costa,07,,,,,,,,1,12,PSA enrollment by grade,k12,287,194,0,0,,12,established,True,False,private,Active,1-12,cedar-life-academy-contra-costa
07616556160022,Celebration Center,Brentwood Union,Contra Costa,07,,,,,,,,0,5,PSA enrollment by grade,elementary,65,65,5,0,13.0,6,established,True,False,private,Active,K-5,celebration-center-contra-costa
07617966174825,Chosen Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,2,PSA enrollment by grade,elementary,19,19,1,0,19.0,3,micro,True,False,private,Active,K-2,chosen-academy-contra-costa
07617546967624,Christ the King Elementary,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,322,322,18,1,16.9,9,established,True,False,private,Active,K-8,christ-the-king-elementary-contra-costa
07617546906648,Contra Costa Christian Schools,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,303,235,30,11,7.4,13,established,True,False,private,Active,K-12,contra-costa-christian-schools-contra-costa
07616487101801,Cornerstone Christian School,Antioch Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,577,437,24,8,18.0,13,established,True,False,private,Active,K-12,cornerstone-christian-school-contra-costa
07617966972319,Crestmont School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,42,42,4,4,5.2,8,established,True,False,private,Active,K-8,crestmont-school-contra-costa
07617547095326,Diablo Valley,Mt. Diablo Unified,Contra Costa,07,,,,,,,,2,9,PSA enrollment by grade,k12,8,6,2,0,4.0,4,homeschool_shaped,False,False,private,Active,2-9,diablo-valley-contra-costa
07618046967632,"Dorris-Eaton School, The",San Ramon Valley Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,257,257,33,6,6.6,9,established,True,False,private,Active,K-8,dorris-eaton-school-the-contra-costa
07617967103161,East Bay Montessori,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,65,65,12,2,4.6,9,established,True,False,private,Active,K-8,east-bay-montessori-contra-costa
07617966972335,El Sobrante Christian School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,120,120,8,2,12.0,9,established,True,False,private,Active,K-8,el-sobrante-christian-school-contra-costa
07617546143416,Fusion Academy Walnut Creek,Mt. Diablo Unified,Contra Costa,07,,,,,,,,8,12,PSA enrollment by grade,middle_high,17,1,9,2,1.5,4,established,True,False,private,Active,8-12,fusion-academy-walnut-creek-contra-costa
07616306149363,Fusion Academy Walnut Creek Downtown,Acalanes Union High,Contra Costa,07,,,,,,,,8,12,PSA enrollment by grade,middle_high,19,1,8,4,1.6,4,established,True,False,private,Active,8-12,fusion-academy-walnut-creek-downtown-contra-costa
07616557072507,Golden Hills Christian School,Brentwood Union,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,249,249,15,1,15.6,9,established,True,False,private,Active,K-8,golden-hills-christian-school-contra-costa
07617966155634,Golestan School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,5,PSA enrollment by grade,elementary,67,67,8,6,4.8,6,established,True,False,private,Active,K-5,golestan-school-contra-costa
07617546171466,Grayson Creek Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,6,6,1,0,6.0,6,homeschool_shaped,False,False,private,Active,K-8,grayson-creek-academy-contra-costa
07616486933410,Heritage Baptist Academy,Antioch Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,74,63,5,3,9.2,13,established,True,False,private,Active,K-12,heritage-baptist-academy-contra-costa
07616486906622,Hilltop Christian School,Antioch Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,116,116,6,1,16.6,9,established,True,False,private,Active,K-8,hilltop-christian-school-contra-costa
07616486967640,Holy Rosary,Antioch Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,233,233,12,4,14.6,9,established,True,False,private,Active,K-8,holy-rosary-contra-costa
07618046167670,Home School,San Ramon Valley Unified,Contra Costa,07,,,,,,,,0,11,PSA enrollment by grade,k12,7,5,2,0,3.5,7,homeschool_shaped,False,False,private,Active,K-11,home-school-contra-costa
07617546135610,Hope Academy for Dyslexics,Mt. Diablo Unified,Contra Costa,07,,,,,,,,3,8,PSA enrollment by grade,middle,67,67,12,6,3.7,6,established,True,False,private,Active,3-8,hope-academy-for-dyslexics-contra-costa
07100746175343,Independent Studies,Contra Costa County Office of Education,Contra Costa,07,,,,,,,,8,8,PSA enrollment by grade,middle,14,14,1,0,14.0,1,homeschool_shaped,False,False,private,Active,8-8,independent-studies-contra-costa
07617967099716,King's Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,1,12,PSA enrollment by grade,k12,23,14,11,0,2.1,12,established,True,False,private,Active,1-12,king-s-academy-contra-costa
07617546933436,King's Valley Christian School,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,333,333,26,0,12.8,9,established,True,False,private,Active,K-8,king-s-valley-christian-school-contra-costa
07617966174676,Kynrie Family Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,1,5,PSA enrollment by grade,elementary,6,6,2,0,3.0,2,homeschool_shaped,False,False,private,Active,1-5,kynrie-family-academy-contra-costa
07617626172498,Logos Christian Academy,Oakley Union Elementary,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,6,4,1,0,6.0,6,homeschool_shaped,False,False,private,Active,K-12,logos-christian-academy-contra-costa
07617136998199,"Meher Schools, The",Lafayette Elementary,Contra Costa,07,,,,,,,,0,5,PSA enrollment by grade,elementary,176,176,15,3,9.8,6,established,True,False,private,Active,K-5,meher-schools-the-contra-costa
07616486168793,New Light Education,Antioch Unified,Contra Costa,07,,,,,,,,1,11,PSA enrollment by grade,k12,8,6,1,0,8.0,8,homeschool_shaped,False,False,private,Active,1-11,new-light-education-contra-costa
07617546145528,Noble Learning Academy LLC,Mt. Diablo Unified,Contra Costa,07,,,,,,,,6,8,PSA enrollment by grade,middle,39,39,6,1,5.6,3,micro,True,False,private,Active,6-8,noble-learning-academy-llc-contra-costa
07617547099229,NorthCreek Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,413,413,29,7,11.5,9,established,True,False,private,Active,K-8,northcreek-academy-contra-costa
07617546973911,Pleasant Hill Adventist Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,108,66,7,4,9.8,13,established,True,False,private,Active,K-12,pleasant-hill-adventist-academy-contra-costa
07617966958987,Prospect Sierra School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,425,425,59,3,6.9,9,established,True,False,private,Active,K-8,prospect-sierra-school-contra-costa
07617546967673,Queen of All Saints Elementary,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,253,253,12,0,21.1,9,established,True,False,private,Active,K-8,queen-of-all-saints-elementary-contra-costa
07617546967681,Saint Agnes,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,261,261,14,0,18.6,9,established,True,False,private,Active,K-8,saint-agnes-contra-costa
07617546967657,Saint Francis of Assisi,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,270,270,21,9,9.0,9,established,True,False,private,Active,K-8,saint-francis-of-assisi-contra-costa
07618046906689,San Ramon Valley Christian Academy,San Ramon Valley Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,377,377,26,7,11.4,9,established,True,False,private,Active,K-8,san-ramon-valley-christian-academy-contra-costa
07617960128843,Seneca Family of Agencies - Catalyst Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,2,12,PSA enrollment by grade,k12,18,11,5,0,3.6,10,micro,True,False,private,Active,2-12,seneca-family-of-agencies-catalyst-academy-contra-costa
07616480134445,Sierra School of Antioch,Antioch Unified,Contra Costa,07,,,,,,,,2,12,PSA enrollment by grade,k12,29,18,4,0,7.2,11,micro,True,False,private,Active,2-12,sierra-school-of-antioch-contra-costa
07617546148829,Sonder Creek Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,126,126,19,6,5.0,9,established,True,False,private,Active,K-8,sonder-creek-academy-contra-costa
07617887100472,Spectrum Center Delta Campus,Pittsburg Unified,Contra Costa,07,,,,,,,,3,12,PSA enrollment by grade,middle_high,45,15,5,0,9.0,10,micro,True,False,private,Active,3-12,spectrum-center-delta-campus-contra-costa
07617967079379,Spectrum Center Tara Hills Campus,West Contra Costa Unified,Contra Costa,07,,,,,,,,2,12,PSA enrollment by grade,k12,48,24,6,0,8.0,11,micro,True,False,private,Active,2-12,spectrum-center-tara-hills-campus-contra-costa
07616480134064,"Spectrum Center, Antioch",Antioch Unified,Contra Costa,07,,,,,,,,1,12,PSA enrollment by grade,k12,55,26,6,0,9.2,11,established,True,False,private,Active,1-12,spectrum-center-antioch-contra-costa
07617546933501,"Spectrum Center, Inc.-Valley Campus",Mt. Diablo Unified,Contra Costa,07,,,,,,,,2,12,PSA enrollment by grade,k12,39,16,5,0,7.8,10,micro,True,False,private,Active,2-12,spectrum-center-inc-valley-campus-contra-costa
07617396969919,St. Catherine of Siena,Martinez Unified,Contra Costa,07,,,,,,,,0,7,PSA enrollment by grade,k8,120,120,8,0,15.0,8,established,True,False,private,Active,K-7,st-catherine-of-siena-contra-costa
07617966972442,St. David School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,102,102,5,1,17.0,9,established,True,False,private,Active,K-8,st-david-school-contra-costa
07618046972459,St. Isidore School,San Ramon Valley Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,613,613,37,3,15.3,9,established,True,False,private,Active,K-8,st-isidore-school-contra-costa
07617966967699,St. John the Baptist School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,127,127,12,3,8.5,9,established,True,False,private,Active,K-8,st-john-the-baptist-school-contra-costa
07617966972475,St. Joseph Elementary,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,291,291,11,3,20.8,9,established,True,False,private,Active,K-8,st-joseph-elementary-contra-costa
07618126967707,St. Mary of the Immaculate Conception,Walnut Creek Elementary,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,308,308,15,4,16.2,9,established,True,False,private,Active,K-8,st-mary-of-the-immaculate-conception-contra-costa
07616976970669,St. Patrick School,John Swett Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,311,311,17,0,18.3,9,established,True,False,private,Active,K-8,st-patrick-school-contra-costa
07617966972483,St. Paul School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,108,108,6,1,15.4,9,established,True,False,private,Active,K-8,st-paul-school-contra-costa
07617136972491,St. Perpetua,Lafayette Elementary,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,245,245,16,5,11.7,9,established,True,False,private,Active,K-8,st-perpetua-contra-costa
07617886965933,St. Peter Martyr Elementary,Pittsburg Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,168,168,9,2,15.3,9,established,True,False,private,Active,K-8,st-peter-martyr-elementary-contra-costa
07618126172811,Summa Academy - Mitchell,Walnut Creek Elementary,Contra Costa,07,,,,,,,,6,10,PSA enrollment by grade,middle_high,30,27,0,0,,5,micro,True,False,private,Active,6-10,summa-academy-mitchell-contra-costa
07617546977961,"Tabernacle Christian, Inc.",Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,402,402,20,4,16.8,9,established,True,False,private,Active,K-8,tabernacle-christian-inc-contra-costa
07618046933329,The Athenian School,San Ramon Valley Unified,Contra Costa,07,,,,,,,,6,12,PSA enrollment by grade,middle_high,540,186,58,11,7.8,7,established,True,False,private,Active,6-12,the-athenian-school-contra-costa
07617546995658,The Concordia School,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,6,PSA enrollment by grade,elementary,53,53,5,2,7.6,7,established,True,False,private,Active,K-6,the-concordia-school-contra-costa
07617546172274,The Macademy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,10,PSA enrollment by grade,k12,6,4,1,0,6.0,6,homeschool_shaped,False,False,private,Active,K-10,the-macademy-contra-costa
07618126967616,The Seven Hills School,Walnut Creek Elementary,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,378,378,65,8,5.2,9,established,True,False,private,Active,K-8,the-seven-hills-school-contra-costa
07617136203855,The Springstone School,Lafayette Elementary,Contra Costa,07,,,,,,,,6,12,PSA enrollment by grade,middle_high,42,16,10,0,4.2,7,established,True,False,private,Active,6-12,the-springstone-school-contra-costa
07617886175061,Tiffanys Home school Program,Pittsburg Unified,Contra Costa,07,,,,,,,,4,12,PSA enrollment by grade,middle_high,26,9,1,0,26.0,2,micro,True,False,private,Active,4-12,tiffanys-home-school-program-contra-costa
07616556139539,Vineyard Academy,Brentwood Union,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,198,198,10,2,16.5,9,established,True,False,private,Active,K-8,vineyard-academy-contra-costa
07617966164149,Viridis Academy,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,6,2,1,1,3.0,5,homeschool_shaped,False,False,private,Active,K-12,viridis-academy-contra-costa
07617546165625,Voyager Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,5,PSA enrollment by grade,elementary,10,10,1,0,10.0,5,homeschool_shaped,False,False,private,Active,K-5,voyager-academy-contra-costa
07618126972517,Walnut Creek Christian Academy,Walnut Creek Elementary,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,166,166,15,4,8.7,9,established,True,False,private,Active,K-8,walnut-creek-christian-academy-contra-costa
07617540133249,Wellspring Educational Services Inc,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,12,PSA enrollment by grade,k12,43,24,7,0,6.1,11,micro,True,False,private,Active,K-12,wellspring-educational-services-inc-contra-costa
07617966918619,Wildcat Canyon Community School,West Contra Costa Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,151,151,13,20,4.6,9,established,True,False,private,Active,K-8,wildcat-canyon-community-school-contra-costa
07617547092109,Wood Rose Academy,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,113,113,9,2,10.3,9,established,True,False,private,Active,K-8,wood-rose-academy-contra-costa
07618126174833,Y Squared Academy,Walnut Creek Elementary,Contra Costa,07,,,,,,,,2,4,PSA enrollment by grade,elementary,6,6,1,0,6.0,2,homeschool_shaped,False,False,private,Active,2-4,y-squared-academy-contra-costa
07617546987242,Ygnacio Valley Christian School,Mt. Diablo Unified,Contra Costa,07,,,,,,,,0,8,PSA enrollment by grade,k8,85,85,7,2,9.4,9,established,True,False,private,Active,K-8,ygnacio-valley-christian-school-contra-costa
21653186167530,BOOST of Cypress School,Miller Creek Elementary,Marin,21,,,,,,,,2,12,PSA enrollment by grade,k12,8,7,2,0,4.0,7,homeschool_shaped,False,False,private,Active,2-12,boost-of-cypress-school-marin
21654586914766,Brandeis Hillel Day School - Marin,San Rafael City Elementary,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,140,140,22,5,5.2,9,established,True,False,private,Active,K-8,brandeis-hillel-day-school-marin-marin
21653676159453,Chronos Academy,Larkspur-Corte Madera,Marin,21,,,,,,,,1,8,PSA enrollment by grade,k8,17,17,3,2,3.4,8,micro,True,False,private,Active,1-8,chronos-academy-marin
21654666148571,Fusion Academy Marin,San Rafael City High,Marin,21,,,,,,,,5,12,PSA enrollment by grade,middle_high,14,6,9,3,1.2,6,established,True,False,private,Active,5-12,fusion-academy-marin-marin
21653186906465,GATE Academy,Miller Creek Elementary,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,47,47,6,1,6.7,9,micro,True,False,private,Active,K-8,gate-academy-marin
21654176144703,Golden Hills Academy,Novato Unified,Marin,21,,,,,,,,0,6,PSA enrollment by grade,elementary,50,50,10,5,3.3,7,established,True,False,private,Active,K-6,golden-hills-academy-marin
21654176911150,Good Shepherd Lutheran School,Novato Unified,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,156,156,13,14,5.8,9,established,True,False,private,Active,K-8,good-shepherd-lutheran-school-marin
21654826145767,Headlands Preparatory School,Tamalpais Union High,Marin,21,,,,,,,,6,12,PSA enrollment by grade,middle_high,58,16,21,3,2.4,7,established,True,False,private,Active,6-12,headlands-preparatory-school-marin
21654176158174,Hummingbirds Collaborative School,Novato Unified,Marin,21,,,,,,,,0,4,PSA enrollment by grade,elementary,18,18,9,0,2.0,5,established,True,False,private,Active,K-4,hummingbirds-collaborative-school-marin
21750026910046,Irene M. Hunt School / Side by Side,Ross Valley Elementary,Marin,21,,,,,,,,0,12,PSA enrollment by grade,k12,60,44,6,0,10.0,13,established,True,False,private,Active,K-12,irene-m-hunt-school-side-by-side-marin
21654747037427,Lycee Francais de San Francisco (Sausalito),Sausalito Marin City,Marin,21,,,,,,,,0,5,PSA enrollment by grade,elementary,77,77,10,2,6.4,6,established,True,False,private,Active,K-5,lycee-francais-de-san-francisco-sausalito-marin
21654176907307,Marin Christian Academy Main Campus,Novato Unified,Marin,21,,,,,,,,0,5,PSA enrollment by grade,elementary,100,100,6,5,9.1,6,established,True,False,private,Active,K-5,marin-christian-academy-main-campus-marin
21654176915201,Marin Christian Academy North Campus,Novato Unified,Marin,21,,,,,,,,6,12,PSA enrollment by grade,middle_high,67,44,8,1,7.4,7,established,True,False,private,Active,6-12,marin-christian-academy-north-campus-marin
21653676974349,Marin Country Day School,Larkspur-Corte Madera,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,601,601,64,6,8.6,9,established,True,False,private,Active,K-8,marin-country-day-school-marin
21653676974356,Marin Montessori School,Larkspur-Corte Madera,Marin,21,,,,,,,,0,9,PSA enrollment by grade,k12,167,162,19,4,7.3,10,established,True,False,private,Active,K-9,marin-montessori-school-marin
21653676901573,Marin Primary and Middle School,Larkspur-Corte Madera,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,154,154,23,2,6.2,9,established,True,False,private,Active,K-8,marin-primary-and-middle-school-marin
21653186988448,Marin Waldorf School,Miller Creek Elementary,Marin,21,,,,,,,,0,8,PSA enrollment by grade,k8,126,126,17,17,3.7,9,established,True,False,private,Active,K-8,marin-waldorf-school-marin
